"gene","TF_family"
"TraesCS2A02G018000","bHLH_TCP"
"TraesCS2A02G251100","bHLH_TCP"
"TraesCS2A02G376000","bHLH_TCP"
"TraesCS2B02G025700","bHLH_TCP"
"TraesCS2B02G062900","bHLH_TCP"
"TraesCS2B02G265800","bHLH_TCP"
"TraesCS2B02G392900","bHLH_TCP"
"TraesCS2D02G019300","bHLH_TCP"
"TraesCS2D02G049400","bHLH_TCP"
"TraesCS2D02G252100","bHLH_TCP"
"TraesCS2D02G372200","bHLH_TCP"
"TraesCS3A02G140100","bHLH_TCP"
"TraesCS3A02G302900","bHLH_TCP"
"TraesCS3A02G436100","bHLH_TCP"
"TraesCS3B02G164500","bHLH_TCP"
"TraesCS3B02G333400","bHLH_TCP"
"TraesCS3B02G470700","bHLH_TCP"
"TraesCS3D02G146900","bHLH_TCP"
"TraesCS3D02G298900","bHLH_TCP"
"TraesCS3D02G428700","bHLH_TCP"
"TraesCS4A02G222700","bHLH_TCP"
"TraesCS4A02G271300","bHLH_TCP"
"TraesCS4A02G355900","bHLH_TCP"
"TraesCS4B02G042700","bHLH_TCP"
"TraesCS4B02G093700","bHLH_TCP"
"TraesCS4D02G040100","bHLH_TCP"
"TraesCS4D02G090500","bHLH_TCP"
"TraesCS5A02G001900","bHLH_TCP"
"TraesCS5A02G031900","bHLH_TCP"
"TraesCS5A02G121800","bHLH_TCP"
"TraesCS5A02G207300","bHLH_TCP"
"TraesCS5A02G309300","bHLH_TCP"
"TraesCS5A02G423900","bHLH_TCP"
"TraesCS5B02G002300","bHLH_TCP"
"TraesCS5B02G032000","bHLH_TCP"
"TraesCS5B02G117100","bHLH_TCP"
"TraesCS5B02G205600","bHLH_TCP"
"TraesCS5B02G310000","bHLH_TCP"
"TraesCS5B02G426200","bHLH_TCP"
"TraesCS5B02G516200","bHLH_TCP"
"TraesCS5D02G002300","bHLH_TCP"
"TraesCS5D02G040100","bHLH_TCP"
"TraesCS5D02G213400","bHLH_TCP"
"TraesCS5D02G316300","bHLH_TCP"
"TraesCS5D02G432500","bHLH_TCP"
"TraesCS5D02G516300","bHLH_TCP"
"TraesCS6A02G233800","bHLH_TCP"
"TraesCS6A02G306500","bHLH_TCP"
"TraesCS6A02G412800","bHLH_TCP"
"TraesCS6B02G262600","bHLH_TCP"
"TraesCS6B02G334900","bHLH_TCP"
"TraesCS6B02G462100","bHLH_TCP"
"TraesCS6D02G216100","bHLH_TCP"
"TraesCS6D02G285600","bHLH_TCP"
"TraesCS6D02G397000","bHLH_TCP"
"TraesCS7B02G091900","bHLH_TCP"
"TraesCS7D02G187600","bHLH_TCP"
"TraesCS7A02G211300","C2C2_CO-like"
"TraesCS7B02G118300","C2C2_CO-like"
"TraesCS7B02G125500","C2C2_CO-like"
"TraesCS7D02G213000","C2C2_CO-like"
"TraesCS2A02G353900","C2C2_CO-like"
"TraesCS2B02G372000","C2C2_CO-like"
"TraesCS2D02G351900","C2C2_CO-like"
"TraesCS4A02G268500","C2C2_CO-like"
"TraesCS4B02G045700","C2C2_CO-like"
"TraesCS4D02G046200","C2C2_CO-like"
"TraesCS5B02G163500","C2C2_CO-like"
"TraesCS6A02G150900","C2C2_CO-like"
"TraesCS6A02G218900","C2C2_CO-like"
"TraesCS6A02G289400","C2C2_CO-like"
"TraesCS6A02G293200","C2C2_CO-like"
"TraesCS6B02G179000","C2C2_CO-like"
"TraesCS6B02G248400","C2C2_CO-like"
"TraesCS6B02G319500","C2C2_CO-like"
"TraesCS6B02G323400","C2C2_CO-like"
"TraesCS6D02G140900","C2C2_CO-like"
"TraesCS6D02G202000","C2C2_CO-like"
"TraesCS6D02G269500","C2C2_CO-like"
"TraesCS6D02G274100","C2C2_CO-like"
"TraesCS7A02G206200","C2C2_CO-like"
"TraesCS7A02G218600","C2C2_CO-like"
"TraesCS7B02G113400","C2C2_CO-like"
"TraesCS7B02G400600","C2C2_CO-like"
"TraesCS7D02G209000","C2C2_CO-like"
"TraesCS7D02G220300","C2C2_CO-like"
"TraesCS7D02G484400","C2C2_CO-like"
"TraesCS1B02G185700","C2C2_Dof"
"TraesCS6A02G233700","C2C2_Dof"
"TraesCS1A02G035200","C2C2_Dof"
"TraesCS1A02G171300","C2C2_Dof"
"TraesCS1A02G275000","C2C2_Dof"
"TraesCS1A02G334100","C2C2_Dof"
"TraesCS1B02G045000","C2C2_Dof"
"TraesCS1B02G185900","C2C2_Dof"
"TraesCS1B02G284300","C2C2_Dof"
"TraesCS1B02G347400","C2C2_Dof"
"TraesCS1D02G036700","C2C2_Dof"
"TraesCS1D02G274700","C2C2_Dof"
"TraesCS1D02G336600","C2C2_Dof"
"TraesCS2A02G079200","C2C2_Dof"
"TraesCS2A02G100800","C2C2_Dof"
"TraesCS2A02G225900","C2C2_Dof"
"TraesCS2A02G402200","C2C2_Dof"
"TraesCS2A02G590700","C2C2_Dof"
"TraesCS2A02G590800","C2C2_Dof"
"TraesCS2A02G591000","C2C2_Dof"
"TraesCS2A02G591100","C2C2_Dof"
"TraesCS2A02G591200","C2C2_Dof"
"TraesCS2B02G094000","C2C2_Dof"
"TraesCS2B02G118000","C2C2_Dof"
"TraesCS2B02G249200","C2C2_Dof"
"TraesCS2B02G420400","C2C2_Dof"
"TraesCS2B02G592600","C2C2_Dof"
"TraesCS2B02G592700","C2C2_Dof"
"TraesCS2B02G592800","C2C2_Dof"
"TraesCS2B02G592900","C2C2_Dof"
"TraesCS2D02G076600","C2C2_Dof"
"TraesCS2D02G100300","C2C2_Dof"
"TraesCS2D02G231600","C2C2_Dof"
"TraesCS2D02G399500","C2C2_Dof"
"TraesCS2D02G563000","C2C2_Dof"
"TraesCS2D02G563100","C2C2_Dof"
"TraesCS2D02G563200","C2C2_Dof"
"TraesCS2D02G563400","C2C2_Dof"
"TraesCS3A02G106500","C2C2_Dof"
"TraesCS3A02G180600","C2C2_Dof"
"TraesCS3A02G189600","C2C2_Dof"
"TraesCS3A02G271700","C2C2_Dof"
"TraesCS3A02G306800","C2C2_Dof"
"TraesCS3A02G377000","C2C2_Dof"
"TraesCS3A02G403500","C2C2_Dof"
"TraesCS3A02G532000","C2C2_Dof"
"TraesCS3A02G532100","C2C2_Dof"
"TraesCS3A02G532200","C2C2_Dof"
"TraesCS3A02G539000","C2C2_Dof"
"TraesCS3B02G125100","C2C2_Dof"
"TraesCS3B02G210300","C2C2_Dof"
"TraesCS3B02G305400","C2C2_Dof"
"TraesCS3B02G409600","C2C2_Dof"
"TraesCS3B02G608800","C2C2_Dof"
"TraesCS3B02G608900","C2C2_Dof"
"TraesCS3B02G609000","C2C2_Dof"
"TraesCS3B02G609100","C2C2_Dof"
"TraesCS3D02G108600","C2C2_Dof"
"TraesCS3D02G185500","C2C2_Dof"
"TraesCS3D02G193100","C2C2_Dof"
"TraesCS3D02G271300","C2C2_Dof"
"TraesCS3D02G295100","C2C2_Dof"
"TraesCS3D02G370100","C2C2_Dof"
"TraesCS3D02G537400","C2C2_Dof"
"TraesCS3D02G537500","C2C2_Dof"
"TraesCS4A02G017700","C2C2_Dof"
"TraesCS4A02G097800","C2C2_Dof"
"TraesCS4A02G234000","C2C2_Dof"
"TraesCS4B02G081500","C2C2_Dof"
"TraesCS4B02G206800","C2C2_Dof"
"TraesCS4B02G286400","C2C2_Dof"
"TraesCS4D02G080100","C2C2_Dof"
"TraesCS4D02G207600","C2C2_Dof"
"TraesCS4D02G285100","C2C2_Dof"
"TraesCS5A02G078100","C2C2_Dof"
"TraesCS5A02G155900","C2C2_Dof"
"TraesCS5A02G251800","C2C2_Dof"
"TraesCS5A02G401800","C2C2_Dof"
"TraesCS5A02G479400","C2C2_Dof"
"TraesCS5B02G087600","C2C2_Dof"
"TraesCS5B02G154100","C2C2_Dof"
"TraesCS5B02G249800","C2C2_Dof"
"TraesCS5B02G406500","C2C2_Dof"
"TraesCS5B02G492600","C2C2_Dof"
"TraesCS5D02G093800","C2C2_Dof"
"TraesCS5D02G161000","C2C2_Dof"
"TraesCS5D02G259700","C2C2_Dof"
"TraesCS5D02G412000","C2C2_Dof"
"TraesCS5D02G493000","C2C2_Dof"
"TraesCS6A02G255500","C2C2_Dof"
"TraesCS6A02G274000","C2C2_Dof"
"TraesCS6A02G287700","C2C2_Dof"
"TraesCS6B02G270100","C2C2_Dof"
"TraesCS6B02G301500","C2C2_Dof"
"TraesCS6B02G317100","C2C2_Dof"
"TraesCS6D02G236700","C2C2_Dof"
"TraesCS6D02G254200","C2C2_Dof"
"TraesCS6D02G268400","C2C2_Dof"
"TraesCS7A02G213400","C2C2_Dof"
"TraesCS7B02G120600","C2C2_Dof"
"TraesCS7D02G215300","C2C2_Dof"
"TraesCS1A02G097300","C2C2_GATA"
"TraesCS1A02G144400","C2C2_GATA"
"TraesCS1A02G221600","C2C2_GATA"
"TraesCS1A02G285100","C2C2_GATA"
"TraesCS1A02G340900","C2C2_GATA"
"TraesCS1A02G418200","C2C2_GATA"
"TraesCS1B02G126600","C2C2_GATA"
"TraesCS1B02G161800","C2C2_GATA"
"TraesCS1B02G234800","C2C2_GATA"
"TraesCS1B02G353700","C2C2_GATA"
"TraesCS1B02G448200","C2C2_GATA"
"TraesCS1D02G106100","C2C2_GATA"
"TraesCS1D02G143500","C2C2_GATA"
"TraesCS1D02G223200","C2C2_GATA"
"TraesCS1D02G284100","C2C2_GATA"
"TraesCS1D02G343000","C2C2_GATA"
"TraesCS1D02G425900","C2C2_GATA"
"TraesCS2A02G388300","C2C2_GATA"
"TraesCS2A02G391700","C2C2_GATA"
"TraesCS2A02G520600","C2C2_GATA"
"TraesCS2A02G561200","C2C2_GATA"
"TraesCS2A02G561300","C2C2_GATA"
"TraesCS2A02G561400","C2C2_GATA"
"TraesCS2B02G406400","C2C2_GATA"
"TraesCS2B02G410200","C2C2_GATA"
"TraesCS2B02G618400","C2C2_GATA"
"TraesCS2B02G618500","C2C2_GATA"
"TraesCS2B02G618600","C2C2_GATA"
"TraesCS2D02G386100","C2C2_GATA"
"TraesCS2D02G390000","C2C2_GATA"
"TraesCS2D02G568500","C2C2_GATA"
"TraesCS2D02G568600","C2C2_GATA"
"TraesCS3A02G240800","C2C2_GATA"
"TraesCS3A02G274900","C2C2_GATA"
"TraesCS3A02G538400","C2C2_GATA"
"TraesCS3B02G269000","C2C2_GATA"
"TraesCS3B02G308500","C2C2_GATA"
"TraesCS3B02G603900","C2C2_GATA"
"TraesCS3D02G241100","C2C2_GATA"
"TraesCS3D02G274600","C2C2_GATA"
"TraesCS3D02G544000","C2C2_GATA"
"TraesCS4A02G221100","C2C2_GATA"
"TraesCS4A02G364700","C2C2_GATA"
"TraesCS4A02G409600","C2C2_GATA"
"TraesCS4B02G099500","C2C2_GATA"
"TraesCS4B02G374400","C2C2_GATA"
"TraesCS4D02G095700","C2C2_GATA"
"TraesCS4D02G362800","C2C2_GATA"
"TraesCS5A02G022100","C2C2_GATA"
"TraesCS5A02G118500","C2C2_GATA"
"TraesCS5A02G538600","C2C2_GATA"
"TraesCS5B02G018600","C2C2_GATA"
"TraesCS5B02G117700","C2C2_GATA"
"TraesCS5B02G508800","C2C2_GATA"
"TraesCS5D02G027700","C2C2_GATA"
"TraesCS5D02G129900","C2C2_GATA"
"TraesCS5D02G508800","C2C2_GATA"
"TraesCS6A02G185900","C2C2_GATA"
"TraesCS6A02G239200","C2C2_GATA"
"TraesCS6A02G374600","C2C2_GATA"
"TraesCS6B02G214900","C2C2_GATA"
"TraesCS6B02G285300","C2C2_GATA"
"TraesCS6B02G412300","C2C2_GATA"
"TraesCS6D02G173000","C2C2_GATA"
"TraesCS6D02G221600","C2C2_GATA"
"TraesCS6D02G358700","C2C2_GATA"
"TraesCS7A02G363100","C2C2_GATA"
"TraesCS7B02G264800","C2C2_GATA"
"TraesCS7D02G359900","C2C2_GATA"
"TraesCS1A02G176300","C2C2_YABBY"
"TraesCS1B02G203800","C2C2_YABBY"
"TraesCS1D02G162600","C2C2_YABBY"
"TraesCS2A02G197200","C2C2_YABBY"
"TraesCS2A02G386200","C2C2_YABBY"
"TraesCS2B02G224700","C2C2_YABBY"
"TraesCS2B02G403100","C2C2_YABBY"
"TraesCS2D02G205100","C2C2_YABBY"
"TraesCS2D02G382700","C2C2_YABBY"
"TraesCS4A02G058800","C2C2_YABBY"
"TraesCS4B02G245900","C2C2_YABBY"
"TraesCS4D02G245300","C2C2_YABBY"
"TraesCS5A02G025900","C2C2_YABBY"
"TraesCS5A02G371500","C2C2_YABBY"
"TraesCS5B02G025100","C2C2_YABBY"
"TraesCS5B02G373600","C2C2_YABBY"
"TraesCS5D02G033700","C2C2_YABBY"
"TraesCS5D02G380900","C2C2_YABBY"
"TraesCS6A02G237700","C2C2_YABBY"
"TraesCS6B02G266200","C2C2_YABBY"
"TraesCS6D02G220400","C2C2_YABBY"
"TraesCS1A02G087300","C3H"
"TraesCS1A02G397300","C3H"
"TraesCS1A02G414300","C3H"
"TraesCS1A02G414400","C3H"
"TraesCS1A02G445600","C3H"
"TraesCS1B02G106200","C3H"
"TraesCS1B02G106700","C3H"
"TraesCS1B02G150600","C3H"
"TraesCS1B02G425600","C3H"
"TraesCS1B02G444400","C3H"
"TraesCS1B02G444500","C3H"
"TraesCS1B02G480400","C3H"
"TraesCS1D02G405300","C3H"
"TraesCS1D02G421700","C3H"
"TraesCS1D02G421800","C3H"
"TraesCS1D02G453900","C3H"
"TraesCS2A02G039200","C3H"
"TraesCS2A02G102300","C3H"
"TraesCS2A02G143700","C3H"
"TraesCS2A02G199900","C3H"
"TraesCS2A02G307700","C3H"
"TraesCS2A02G488000","C3H"
"TraesCS2B02G051800","C3H"
"TraesCS2B02G119400","C3H"
"TraesCS2B02G168700","C3H"
"TraesCS2B02G218000","C3H"
"TraesCS2B02G227500","C3H"
"TraesCS2B02G324300","C3H"
"TraesCS2B02G515600","C3H"
"TraesCS2D02G101800","C3H"
"TraesCS2D02G147300","C3H"
"TraesCS2D02G207800","C3H"
"TraesCS2D02G306100","C3H"
"TraesCS2D02G488300","C3H"
"TraesCS3A02G128400","C3H"
"TraesCS3A02G164000","C3H"
"TraesCS3A02G178700","C3H"
"TraesCS3A02G179200","C3H"
"TraesCS3A02G205900","C3H"
"TraesCS3A02G221900","C3H"
"TraesCS3A02G232500","C3H"
"TraesCS3A02G246800","C3H"
"TraesCS3A02G423200","C3H"
"TraesCS3B02G201900","C3H"
"TraesCS3B02G205900","C3H"
"TraesCS3B02G206400","C3H"
"TraesCS3B02G237800","C3H"
"TraesCS3B02G251700","C3H"
"TraesCS3B02G261800","C3H"
"TraesCS3B02G272500","C3H"
"TraesCS3B02G458800","C3H"
"TraesCS3D02G177700","C3H"
"TraesCS3D02G181900","C3H"
"TraesCS3D02G182200","C3H"
"TraesCS3D02G209700","C3H"
"TraesCS3D02G220700","C3H"
"TraesCS3D02G231200","C3H"
"TraesCS3D02G244700","C3H"
"TraesCS3D02G418400","C3H"
"TraesCS4A02G082400","C3H"
"TraesCS4A02G117400","C3H"
"TraesCS4A02G190800","C3H"
"TraesCS4A02G276700","C3H"
"TraesCS4B02G037000","C3H"
"TraesCS4B02G124600","C3H"
"TraesCS4B02G187000","C3H"
"TraesCS4B02G221600","C3H"
"TraesCS4D02G034300","C3H"
"TraesCS4D02G122500","C3H"
"TraesCS4D02G188300","C3H"
"TraesCS4D02G222000","C3H"
"TraesCS5A02G121100","C3H"
"TraesCS5A02G143400","C3H"
"TraesCS5A02G267500","C3H"
"TraesCS5A02G423300","C3H"
"TraesCS5A02G488700","C3H"
"TraesCS5B02G113400","C3H"
"TraesCS5B02G142300","C3H"
"TraesCS5B02G425300","C3H"
"TraesCS5B02G502600","C3H"
"TraesCS5D02G119200","C3H"
"TraesCS5D02G148600","C3H"
"TraesCS5D02G275300","C3H"
"TraesCS5D02G431900","C3H"
"TraesCS5D02G503700","C3H"
"TraesCS6A02G166700","C3H"
"TraesCS6A02G166900","C3H"
"TraesCS6A02G282000","C3H"
"TraesCS6A02G340600","C3H"
"TraesCS6B02G194100","C3H"
"TraesCS6B02G194200","C3H"
"TraesCS6B02G194300","C3H"
"TraesCS6B02G296000","C3H"
"TraesCS6B02G310500","C3H"
"TraesCS6B02G372100","C3H"
"TraesCS6D02G155200","C3H"
"TraesCS6D02G155300","C3H"
"TraesCS6D02G155400","C3H"
"TraesCS6D02G262500","C3H"
"TraesCS6D02G321200","C3H"
"TraesCS7A02G228200","C3H"
"TraesCS7A02G298900","C3H"
"TraesCS7A02G402300","C3H"
"TraesCS7B02G187100","C3H"
"TraesCS7B02G191500","C3H"
"TraesCS7B02G302400","C3H"
"TraesCS7D02G226400","C3H"
"TraesCS7D02G294600","C3H"
"TraesCS7D02G396100","C3H"
"TraesCS2B02G254000","CAMTA"
"TraesCS2A02G163000","CAMTA"
"TraesCS2A02G229400","CAMTA"
"TraesCS2A02G283800","CAMTA"
"TraesCS2B02G188800","CAMTA"
"TraesCS2B02G300800","CAMTA"
"TraesCS2D02G169900","CAMTA"
"TraesCS2D02G237300","CAMTA"
"TraesCS2D02G282800","CAMTA"
"TraesCS3A02G433300","CAMTA"
"TraesCS3B02G469100","CAMTA"
"TraesCS3D02G426700","CAMTA"
"TraesCS4A02G407100","CAMTA"
"TraesCS4B02G306300","CAMTA"
"TraesCS4D02G304500","CAMTA"
"TraesCS5B02G521100","CAMTA"
"TraesCS1A02G288500","CCAAT_Dr1"
"TraesCS1A02G411700","CCAAT_Dr1"
"TraesCS1B02G297900","CCAAT_Dr1"
"TraesCS1B02G442000","CCAAT_Dr1"
"TraesCS1D02G287500","CCAAT_Dr1"
"TraesCS1D02G419500","CCAAT_Dr1"
"TraesCS2A02G173500","CCAAT_Dr1"
"TraesCS2A02G359400","CCAAT_Dr1"
"TraesCS2B02G199800","CCAAT_Dr1"
"TraesCS2B02G378700","CCAAT_Dr1"
"TraesCS2D02G180700","CCAAT_Dr1"
"TraesCS2D02G358300","CCAAT_Dr1"
"TraesCS3A02G026900","CCAAT_Dr1"
"TraesCS3A02G352900","CCAAT_Dr1"
"TraesCS3A02G450700","CCAAT_Dr1"
"TraesCS3A02G457000","CCAAT_Dr1"
"TraesCS3A02G457100","CCAAT_Dr1"
"TraesCS3B02G017400","CCAAT_Dr1"
"TraesCS3B02G385600","CCAAT_Dr1"
"TraesCS3B02G487800","CCAAT_Dr1"
"TraesCS3D02G347000","CCAAT_Dr1"
"TraesCS3D02G443500","CCAAT_Dr1"
"TraesCS3D02G450000","CCAAT_Dr1"
"TraesCS3D02G450100","CCAAT_Dr1"
"TraesCS5B02G454900","CCAAT_Dr1"
"TraesCS6A02G287300","CCAAT_Dr1"
"TraesCS6A02G287400","CCAAT_Dr1"
"TraesCS6B02G316600","CCAAT_Dr1"
"TraesCS6B02G316700","CCAAT_Dr1"
"TraesCS6D02G268000","CCAAT_Dr1"
"TraesCS6D02G268100","CCAAT_Dr1"
"TraesCS7A02G214500","CCAAT_Dr1"
"TraesCS7A02G214600","CCAAT_Dr1"
"TraesCS7A02G214700","CCAAT_Dr1"
"TraesCS7A02G214800","CCAAT_Dr1"
"TraesCS7A02G214900","CCAAT_Dr1"
"TraesCS7A02G486400","CCAAT_Dr1"
"TraesCS7B02G121800","CCAAT_Dr1"
"TraesCS7B02G121900","CCAAT_Dr1"
"TraesCS7B02G501400","CCAAT_Dr1"
"TraesCS7D02G216600","CCAAT_Dr1"
"TraesCS7D02G216800","CCAAT_Dr1"
"TraesCSU02G203900","CCAAT_Dr1"
"TraesCS2A02G172500","CCAAT_HAP2"
"TraesCS2B02G198700","CCAAT_HAP2"
"TraesCS2D02G179600","CCAAT_HAP2"
"TraesCS4A02G277300","CCAAT_HAP2"
"TraesCS4B02G290400","CCAAT_HAP2"
"TraesCS4D02G033700","CCAAT_HAP2"
"TraesCS4D02G289600","CCAAT_HAP2"
"TraesCS5A02G029900","CCAAT_HAP2"
"TraesCS5A02G043300","CCAAT_HAP2"
"TraesCS5A02G373500","CCAAT_HAP2"
"TraesCS5B02G028500","CCAAT_HAP2"
"TraesCS5B02G047100","CCAAT_HAP2"
"TraesCS5B02G375500","CCAAT_HAP2"
"TraesCS5D02G037800","CCAAT_HAP2"
"TraesCS5D02G052200","CCAAT_HAP2"
"TraesCS5D02G383000","CCAAT_HAP2"
"TraesCS6A02G335400","CCAAT_HAP2"
"TraesCS6B02G366100","CCAAT_HAP2"
"TraesCS6D02G315300","CCAAT_HAP2"
"TraesCS4A02G306400","CCAAT_HAP3"
"TraesCS4B02G008300","CCAAT_HAP3"
"TraesCS4D02G007000","CCAAT_HAP3"
"TraesCS1A02G354900","CCAAT_HAP5"
"TraesCS1A02G355900","CCAAT_HAP5"
"TraesCS1B02G365500","CCAAT_HAP5"
"TraesCS1B02G366800","CCAAT_HAP5"
"TraesCS1D02G355600","CCAAT_HAP5"
"TraesCS1A02G310700","CCAAT_HAP5"
"TraesCS1B02G322000","CCAAT_HAP5"
"TraesCS1D02G310200","CCAAT_HAP5"
"TraesCS1D02G354400","CCAAT_HAP5"
"TraesCS3D02G102500","CCAAT_HAP5"
"TraesCS4A02G081000","CCAAT_HAP5"
"TraesCS4B02G223000","CCAAT_HAP5"
"TraesCS4D02G223400","CCAAT_HAP5"
"TraesCS5A02G256500","CCAAT_HAP5"
"TraesCS5B02G255900","CCAAT_HAP5"
"TraesCS5D02G265000","CCAAT_HAP5"
"TraesCS6A02G157900","CCAAT_HAP5"
"TraesCS6B02G185700","CCAAT_HAP5"
"TraesCS6D02G147300","CCAAT_HAP5"
"TraesCS7A02G239500","CCAAT_HAP5"
"TraesCS7A02G336700","CCAAT_HAP5"
"TraesCS7A02G474800","CCAAT_HAP5"
"TraesCS7A02G475400","CCAAT_HAP5"
"TraesCS7B02G135000","CCAAT_HAP5"
"TraesCS7B02G248300","CCAAT_HAP5"
"TraesCS7B02G376500","CCAAT_HAP5"
"TraesCS7B02G377000","CCAAT_HAP5"
"TraesCS7B02G377200","CCAAT_HAP5"
"TraesCS7B02G377500","CCAAT_HAP5"
"TraesCS7D02G237100","CCAAT_HAP5"
"TraesCS7D02G344400","CCAAT_HAP5"
"TraesCS7D02G462100","CCAAT_HAP5"
"TraesCS7D02G462200","CCAAT_HAP5"
"TraesCS7D02G463100","CCAAT_HAP5"
"TraesCS1A02G327100","CPP"
"TraesCS1A02G427700","CPP"
"TraesCS1A02G427800","CPP"
"TraesCS1A02G428000","CPP"
"TraesCS1B02G340500","CPP"
"TraesCS1B02G411800","CPP"
"TraesCS1B02G423900","CPP"
"TraesCS1B02G462600","CPP"
"TraesCS1B02G462800","CPP"
"TraesCS1B02G462900","CPP"
"TraesCS1D02G329200","CPP"
"TraesCS1D02G393200","CPP"
"TraesCS1D02G400400","CPP"
"TraesCS1D02G437400","CPP"
"TraesCS2A02G122300","CPP"
"TraesCS2B02G144400","CPP"
"TraesCS2D02G125000","CPP"
"TraesCS2D02G563300","CPP"
"TraesCS3A02G219300","CPP"
"TraesCS3A02G304800","CPP"
"TraesCS3B02G249700","CPP"
"TraesCS3B02G331700","CPP"
"TraesCS3D02G233200","CPP"
"TraesCS3D02G297000","CPP"
"TraesCS4A02G284600","CPP"
"TraesCS4B02G028500","CPP"
"TraesCS4D02G026100","CPP"
"TraesCS5A02G053800","CPP"
"TraesCS5B02G062200","CPP"
"TraesCS5B02G062400","CPP"
"TraesCS5D02G065300","CPP"
"TraesCS5D02G065500","CPP"
"TraesCS7A02G341100","CPP"
"TraesCS7B02G242300","CPP"
"TraesCS7D02G338500","CPP"
"TraesCS1A02G262400","CSD"
"TraesCS1A02G262500","CSD"
"TraesCS1B02G273000","CSD"
"TraesCS1B02G273100","CSD"
"TraesCS1D02G262400","CSD"
"TraesCS1D02G262500","CSD"
"TraesCS2A02G144600","CSD"
"TraesCS2A02G144700","CSD"
"TraesCS2B02G169500","CSD"
"TraesCS2B02G169600","CSD"
"TraesCS2D02G148500","CSD"
"TraesCS2D02G148600","CSD"
"TraesCS6A02G069500","CSD"
"TraesCS6B02G093900","CSD"
"TraesCS6D02G067500","CSD"
"TraesCS1A02G139700","E2F/DP"
"TraesCS1B02G156900","E2F/DP"
"TraesCS1D02G139300","E2F/DP"
"TraesCS2A02G031800","E2F/DP"
"TraesCS2A02G297400","E2F/DP"
"TraesCS2B02G043500","E2F/DP"
"TraesCS2B02G313600","E2F/DP"
"TraesCS2D02G031400","E2F/DP"
"TraesCS2D02G295300","E2F/DP"
"TraesCS3A02G268500","E2F/DP"
"TraesCS3B02G302900","E2F/DP"
"TraesCS3D02G268600","E2F/DP"
"TraesCS4A02G036000","E2F/DP"
"TraesCS4B02G268800","E2F/DP"
"TraesCS4D02G268100","E2F/DP"
"TraesCS5A02G125900","E2F/DP"
"TraesCS5B02G125100","E2F/DP"
"TraesCS5D02G133600","E2F/DP"
"TraesCS6A02G195500","E2F/DP"
"TraesCS6A02G311700","E2F/DP"
"TraesCS6B02G233700","E2F/DP"
"TraesCS6B02G341900","E2F/DP"
"TraesCS6D02G182600","E2F/DP"
"TraesCS6D02G291000","E2F/DP"
"TraesCS7A02G238500","E2F/DP"
"TraesCS7B02G103500","E2F/DP"
"TraesCS7D02G199600","E2F/DP"
"TraesCS2A02G099900","EIL"
"TraesCS2A02G342500","EIL"
"TraesCS2B02G116900","EIL"
"TraesCS2B02G340200","EIL"
"TraesCS2D02G099400","EIL"
"TraesCS2D02G320800","EIL"
"TraesCS3A02G396000","EIL"
"TraesCS3B02G428000","EIL"
"TraesCS3D02G390000","EIL"
"TraesCS4A02G129400","EIL"
"TraesCS4B02G175100","EIL"
"TraesCS4D02G177000","EIL"
"TraesCS5A02G265700","EIL"
"TraesCS5B02G265400","EIL"
"TraesCS5D02G273600","EIL"
"TraesCS6B02G376700","EIL"
"TraesCS6D02G326600","EIL"
"TraesCS7A02G246100","EIL"
"TraesCS7B02G145400","EIL"
"TraesCS7D02G244600","EIL"
"TraesCS3A02G461400","FHA"
"TraesCS3A02G461600","FHA"
"TraesCS3B02G204800","FHA"
"TraesCS3B02G504100","FHA"
"TraesCS3D02G455000","FHA"
"TraesCS4D02G122800","FHA"
"TraesCS1A02G019200","FHA"
"TraesCS1A02G162200","FHA"
"TraesCS1B02G022900","FHA"
"TraesCS1B02G178800","FHA"
"TraesCS1D02G018400","FHA"
"TraesCS1D02G159000","FHA"
"TraesCS2A02G317000","FHA"
"TraesCS2B02G335400","FHA"
"TraesCS2D02G314900","FHA"
"TraesCS3A02G174400","FHA"
"TraesCS3A02G174900","FHA"
"TraesCS3B02G204600","FHA"
"TraesCS3D02G180300","FHA"
"TraesCS3D02G180400","FHA"
"TraesCS4A02G190400","FHA"
"TraesCS4A02G206100","FHA"
"TraesCS4B02G109700","FHA"
"TraesCS4B02G129700","FHA"
"TraesCS4B02G320500","FHA"
"TraesCS4D02G107100","FHA"
"TraesCS4D02G317000","FHA"
"TraesCS5A02G284300","FHA"
"TraesCS5A02G448100","FHA"
"TraesCS5A02G460400","FHA"
"TraesCS5A02G491500","FHA"
"TraesCS5B02G452800","FHA"
"TraesCS5B02G455800","FHA"
"TraesCS5B02G470200","FHA"
"TraesCS5D02G291600","FHA"
"TraesCS5D02G454900","FHA"
"TraesCS5D02G472100","FHA"
"TraesCS6A02G405100","FHA"
"TraesCS6B02G449300","FHA"
"TraesCS6D02G388400","FHA"
"TraesCS7A02G212300","FHA"
"TraesCS7A02G257400","FHA"
"TraesCS7A02G258700","FHA"
"TraesCS7B02G119200","FHA"
"TraesCS7B02G154300","FHA"
"TraesCS7B02G156300","FHA"
"TraesCS7D02G214000","FHA"
"TraesCS7D02G258200","FHA"
"TraesCS7D02G259600","FHA"
"TraesCS6B02G357700","GARP_G2-like"
"TraesCSU02G097800","GARP_G2-like"
"TraesCS1A02G202500","GARP_G2-like"
